Kind,Name,Cyclomatic,CountLineCode,Essential
Method,org.junit.jupiter.api.extension.ExtensionContext.getRequiredTestInstances,1,4,1
Method,org.junit.jupiter.api.extension.ExtensionContext.getRequiredTestMethod,1,4,1
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getRoot,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getStore,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getTags,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getTestClass,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getTestInstance,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getTestInstanceLifecycle,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getTestInstances,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getTestMethod,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.getUniqueId,0,1,0
Method,org.junit.jupiter.api.extension.ExtensionContext.publishReportEntry,1,3,1
Abstract Method,org.junit.jupiter.api.extension.ExtensionContext.publishReportEntry,0,1,0
Method,org.junit.jupiter.api.extension.ExtensionContext.publishReportEntry,1,3,1
Public Class,org.junit.jupiter.api.extension.ExtensionContextException,,6,
Public Constructor,org.junit.jupiter.api.extension.ExtensionContextException.ExtensionContextException,1,3,1
Public Annotation,org.junit.jupiter.api.extension.Extensions,,3,
Abstract Method,org.junit.jupiter.api.extension.Extensions.value,0,1,0
Public Class,org.junit.jupiter.api.extension.KitchenSinkExtension,,76,
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.afterAll,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.afterEach,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.afterTestExecution,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.beforeAll,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.beforeEach,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.beforeTestExecution,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.createTestInstance,1,3,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.evaluateExecutionCondition,1,3,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.handleTestExecutionException,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.postProcessTestInstance,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.provideTestTemplateInvocationContexts,1,3,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.resolveParameter,1,3,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.supportsParameter,1,3,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.supportsTestTemplate,1,3,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.testAborted,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.testDisabled,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.testFailed,1,2,1
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.testSuccessful,1,2,1
Public Interface,org.junit.jupiter.api.extension.ParameterContext,,11,
Abstract Generic Method,org.junit.jupiter.api.extension.ParameterContext.findAnnotation,0,1,0
TypeVariable,org.junit.jupiter.api.extension.ParameterContext.findAnnotation.A,,0,
Abstract Generic Method,org.junit.jupiter.api.extension.ParameterContext.findRepeatableAnnotations,0,1,0
TypeVariable,org.junit.jupiter.api.extension.ParameterContext.findRepeatableAnnotations.A,,0,
Method,org.junit.jupiter.api.extension.ParameterContext.getDeclaringExecutable,1,3,1
Abstract Method,org.junit.jupiter.api.extension.ParameterContext.getIndex,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ParameterContext.getParameter,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ParameterContext.getTarget,0,1,0
Abstract Method,org.junit.jupiter.api.extension.ParameterContext.isAnnotated,0,1,0
Public Class,org.junit.jupiter.api.extension.ParameterResolutionException,,9,
Public Constructor,org.junit.jupiter.api.extension.ParameterResolutionException.ParameterResolutionException,1,3,1
Public Constructor,org.junit.jupiter.api.extension.ParameterResolutionException.ParameterResolutionException,1,3,1
Public Interface,org.junit.jupiter.api.extension.ParameterResolver,,6,
Abstract Method,org.junit.jupiter.api.extension.ParameterResolver.resolveParameter,0,2,0
Abstract Method,org.junit.jupiter.api.extension.ParameterResolver.supportsParameter,0,2,0
Public Annotation,org.junit.jupiter.api.extension.RegisterExtension,,2,
Public Class,org.junit.jupiter.api.extension.ScriptEvaluationException,,9,
Public Constructor,org.junit.jupiter.api.extension.ScriptEvaluationException.ScriptEvaluationException,1,3,1
Public Constructor,org.junit.jupiter.api.extension.ScriptEvaluationException.ScriptEvaluationException,1,3,1
Public Interface,org.junit.jupiter.api.extension.TestExecutionExceptionHandler,,3,
Abstract Method,org.junit.jupiter.api.extension.TestExecutionExceptionHandler.handleTestExecutionException,0,1,0
Public Interface,org.junit.jupiter.api.extension.TestInstanceFactory,,4,
Abstract Method,org.junit.jupiter.api.extension.TestInstanceFactory.createTestInstance,0,2,0
Public Interface,org.junit.jupiter.api.extension.TestInstanceFactoryContext,,4,
Abstract Method,org.junit.jupiter.api.extension.TestInstanceFactoryContext.getOuterInstance,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestInstanceFactoryContext.getTestClass,0,1,0
Public Interface,org.junit.jupiter.api.extension.TestInstancePostProcessor,,3,
Abstract Method,org.junit.jupiter.api.extension.TestInstancePostProcessor.postProcessTestInstance,0,1,0
Public Interface,org.junit.jupiter.api.extension.TestInstances,,6,
Abstract Generic Method,org.junit.jupiter.api.extension.TestInstances.findInstance,0,1,0
TypeVariable,org.junit.jupiter.api.extension.TestInstances.findInstance.T,,0,
Abstract Method,org.junit.jupiter.api.extension.TestInstances.getAllInstances,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestInstances.getEnclosingInstances,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestInstances.getInnermostInstance,0,1,0
Public Class,org.junit.jupiter.api.extension.TestInstantiationException,,9,
Public Constructor,org.junit.jupiter.api.extension.TestInstantiationException.TestInstantiationException,1,3,1
Public Constructor,org.junit.jupiter.api.extension.TestInstantiationException.TestInstantiationException,1,3,1
Public Interface,org.junit.jupiter.api.extension.TestTemplateInvocationContext,,8,
Method,org.junit.jupiter.api.extension.TestTemplateInvocationContext.getAdditionalExtensions,1,3,1
Method,org.junit.jupiter.api.extension.TestTemplateInvocationContext.getDisplayName,1,3,1
Public Interface,org.junit.jupiter.api.extension.TestTemplateInvocationContextProvider,,4,
Abstract Method,org.junit.jupiter.api.extension.TestTemplateInvocationContextProvider.provideTestTemplateInvocationContexts,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestTemplateInvocationContextProvider.supportsTestTemplate,0,1,0
Public Interface,org.junit.jupiter.api.extension.TestWatcher,,6,
Abstract Method,org.junit.jupiter.api.extension.TestWatcher.testAborted,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestWatcher.testDisabled,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestWatcher.testFailed,0,1,0
Abstract Method,org.junit.jupiter.api.extension.TestWatcher.testSuccessful,0,1,0
Package,org.junit.jupiter.api.function,,25,
Public Interface,org.junit.jupiter.api.function.Executable,,3,
Abstract Method,org.junit.jupiter.api.function.Executable.execute,0,1,0
Public Generic Interface,org.junit.jupiter.api.function.ThrowingConsumer,,3,
TypeVariable,org.junit.jupiter.api.function.ThrowingConsumer.T,,0,
Abstract Method,org.junit.jupiter.api.function.ThrowingConsumer.accept,0,1,0
Public Generic Interface,org.junit.jupiter.api.function.ThrowingSupplier,,3,
TypeVariable,org.junit.jupiter.api.function.ThrowingSupplier.T,,0,
Abstract Method,org.junit.jupiter.api.function.ThrowingSupplier.get,0,1,0
Package,org.junit.jupiter.api.io,,20,
Public Annotation,org.junit.jupiter.api.io.TempDir,,2,
Package,org.junit.jupiter.api.parallel,,80,
Public Annotation,org.junit.jupiter.api.parallel.Execution,,3,
Abstract Method,org.junit.jupiter.api.parallel.Execution.value,0,1,0
Public Enum Type,org.junit.jupiter.api.parallel.ExecutionMode,,4,
Public Method,org.junit.jupiter.api.parallel.ExecutionMode.valueOf,1,0,1
Public Method,org.junit.jupiter.api.parallel.ExecutionMode.values,1,0,1
Public Enum Type,org.junit.jupiter.api.parallel.ResourceAccessMode,,4,
Public Method,org.junit.jupiter.api.parallel.ResourceAccessMode.valueOf,1,0,1
Public Method,org.junit.jupiter.api.parallel.ResourceAccessMode.values,1,0,1
Public Annotation,org.junit.jupiter.api.parallel.ResourceLock,,4,
Abstract Method,org.junit.jupiter.api.parallel.ResourceLock.mode,0,1,0
Abstract Method,org.junit.jupiter.api.parallel.ResourceLock.value,0,1,0
Public Annotation,org.junit.jupiter.api.parallel.ResourceLocks,,3,
Abstract Method,org.junit.jupiter.api.parallel.ResourceLocks.value,0,1,0
Public Class,org.junit.jupiter.api.parallel.Resources,,11,
Private Constructor,org.junit.jupiter.api.parallel.Resources.Resources,1,2,1
Package,org.junit.jupiter.api.subpackage,,41,
Class,org.junit.jupiter.api.subpackage.SubclassedAssertionsTests,,13,
Method,org.junit.jupiter.api.subpackage.SubclassedAssertionsTests.assertFalseWithBooleanTrue,1,4,1
Lambda Method,org.junit.jupiter.api.subpackage.SubclassedAssertionsTests.assertFalseWithBooleanTrue.(lambda_expr_1),1,1,1
Method,org.junit.jupiter.api.subpackage.SubclassedAssertionsTests.assertTrueWithBooleanTrue,1,5,1
Lambda Method,org.junit.jupiter.api.subpackage.SubclassedAssertionsTests.assertTrueWithBooleanTrue.(lambda_expr_1),1,1,1
Class,org.junit.jupiter.api.subpackage.SubclassedAssumptionsTests,,18,
Method,org.junit.jupiter.api.subpackage.SubclassedAssumptionsTests.assumeFalseWithBooleanTrue,1,4,1
Lambda Method,org.junit.jupiter.api.subpackage.SubclassedAssumptionsTests.assumeFalseWithBooleanTrue.(lambda_expr_1),1,1,1
Method,org.junit.jupiter.api.subpackage.SubclassedAssumptionsTests.assumeTrueWithBooleanTrue,1,10,1
Package,org.junit.jupiter.engine,,3820,
Public Abstract Class,org.junit.jupiter.engine.AbstractJupiterTestEngineTests,,27,
Protected Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.discoverTests,1,3,1
Protected Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.discoverTests,1,3,1
Protected Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.discoverUniqueId,1,9,1
Lambda Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.discoverUniqueId.(lambda_expr_1),1,1,1
Protected Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.executeTests,1,3,1
Protected Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.executeTests,1,3,1
Protected Method,org.junit.jupiter.engine.AbstractJupiterTestEngineTests.executeTestsForClass,1,3,1
Class,org.junit.jupiter.engine.AtypicalJvmMethodNameTests,,15,
Method,org.junit.jupiter.engine.AtypicalJvmMethodNameTests.kotlinTestWithMethodNameContainingSpecialCharacters,1,12,1
Lambda Method,org.junit.jupiter.engine.AtypicalJvmMethodNameTests.kotlinTestWithMethodNameContainingSpecialCharacters.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.AtypicalJvmMethodNameTests.kotlinTestWithMethodNameContainingSpecialCharacters.(lambda_expr_2),1,1,1
Lambda Method,org.junit.jupiter.engine.AtypicalJvmMethodNameTests.kotlinTestWithMethodNameContainingSpecialCharacters.(lambda_expr_3),1,1,1
Lambda Method,org.junit.jupiter.engine.AtypicalJvmMethodNameTests.kotlinTestWithMethodNameContainingSpecialCharacters.(lambda_expr_4),1,1,1
Class,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests,,32,
Private Annotation,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.CustomAfterAll,,2,
Private Annotation,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.CustomBeforeAll,,2,
Static Class,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.TestCase,,14,
Static Method,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.TestCase.afterAll,1,3,1
Static Method,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.TestCase.beforeAll,1,3,1
Method,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.TestCase.test,1,3,1
Method,org.junit.jupiter.engine.BeforeAllAndAfterAllComposedAnnotationTests.beforeAllAndAfterAllAsMetaAnnotations,1,6,1
Class,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests,,32,
Private Annotation,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.CustomAfterEach,,2,
Private Annotation,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.CustomBeforeEach,,2,
Static Class,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.TestCase,,14,
Method,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.TestCase.afterEach,1,3,1
Method,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.TestCase.beforeEach,1,3,1
Method,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.TestCase.test,1,3,1
Method,org.junit.jupiter.engine.BeforeEachAndAfterEachComposedAnnotationTests.beforeEachAndAfterEachAsMetaAnnotations,1,6,1
Public Class,org.junit.jupiter.engine.Constants,,25,
Private Constructor,org.junit.jupiter.engine.Constants.Constants,1,2,1
Class,org.junit.jupiter.engine.DefaultExecutionModeTests,,126,
Static Class,org.junit.jupiter.engine.DefaultExecutionModeTests.ConcurrentTestCase,,2,
Static Class,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase,,24,
Class,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.LevelOne,,18,
Class,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.LevelOne.LevelTwo,,11,
Class,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.LevelOne.LevelTwo.LevelThree,,5,
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.LevelOne.LevelTwo.LevelThree.test,1,2,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.LevelOne.LevelTwo.test,1,2,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.LevelOne.test,1,2,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.OuterTestCase.test,1,2,1
Static Class,org.junit.jupiter.engine.DefaultExecutionModeTests.SameThreadTestCase,,2,
Static Class,org.junit.jupiter.engine.DefaultExecutionModeTests.SimpleTestInstancePerClassTestCase,,2,
Static Class,org.junit.jupiter.engine.DefaultExecutionModeTests.TestCase,,11,
Class,org.junit.jupiter.engine.DefaultExecutionModeTests.TestCase.NestedTestCase,,5,
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.TestCase.NestedTestCase.test,1,2,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.TestCase.test,1,2,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.annotationOverridesDefaultExecutionModeToConcurrentForAllDescendants,1,5,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.annotationOverridesDefaultExecutionModeToSameThreadForAllDescendants,1,6,1
Private Static Method,org.junit.jupiter.engine.DefaultExecutionModeTests.assertExecutionMode,1,5,1
Private Method,org.junit.jupiter.engine.DefaultExecutionModeTests.assertExecutionModeRecursively,1,4,1
Lambda Method,org.junit.jupiter.engine.DefaultExecutionModeTests.assertExecutionModeRecursively.(lambda_expr_1),1,1,1
Private Method,org.junit.jupiter.engine.DefaultExecutionModeTests.assertUsesExpectedExecutionMode,1,5,1
Private Method,org.junit.jupiter.engine.DefaultExecutionModeTests.assertUsesExpectedExecutionModeForTestClassAndItsDescendants,1,5,1
Lambda Method,org.junit.jupiter.engine.DefaultExecutionModeTests.assertUsesExpectedExecutionModeForTestClassAndItsDescendants.(lambda_expr_1),1,1,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.defaultExecutionModeIsReadFromConfigurationParameter,1,5,1
Private Method,org.junit.jupiter.engine.DefaultExecutionModeTests.discoverTestsWithDefaultExecutionMode,2,8,1
Private Generic Method,org.junit.jupiter.engine.DefaultExecutionModeTests.firstChild,1,6,1
Lambda Method,org.junit.jupiter.engine.DefaultExecutionModeTests.firstChild.(lambda_expr_1),1,1,1
TypeVariable,org.junit.jupiter.engine.DefaultExecutionModeTests.firstChild.T,,0,
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.methodsInNestedTestClassesWithInstancePerClassInHierarchyHaveExecutionModeSameThread,1,19,1
Method,org.junit.jupiter.engine.DefaultExecutionModeTests.methodsInTestClassesWithInstancePerClassHaveExecutionModeSameThread,1,6,1
Lambda Method,org.junit.jupiter.engine.DefaultExecutionModeTests.methodsInTestClassesWithInstancePerClassHaveExecutionModeSameThread.(lambda_expr_1),1,1,1
Class,org.junit.jupiter.engine.DefaultMethodTests,,143,
Static Class,org.junit.jupiter.engine.DefaultMethodTests.GenericTestCaseWithDefaultMethod,,7,
Method,org.junit.jupiter.engine.DefaultMethodTests.GenericTestCaseWithDefaultMethod.test,1,4,1
Static Class,org.junit.jupiter.engine.DefaultMethodTests.GenericTestCaseWithOverriddenDefaultMethod,,13,
Public Method,org.junit.jupiter.engine.DefaultMethodTests.GenericTestCaseWithOverriddenDefaultMethod.test,1,4,1
Method,org.junit.jupiter.engine.DefaultMethodTests.GenericTestCaseWithOverriddenDefaultMethod.test,1,4,1
Generic Interface,org.junit.jupiter.engine.DefaultMethodTests.GenericTestInterface,,15,
TypeVariable,org.junit.jupiter.engine.DefaultMethodTests.GenericTestInterface.N,,0,
Method,org.junit.jupiter.engine.DefaultMethodTests.GenericTestInterface.afterAll,1,3,1
Method,org.junit.jupiter.engine.DefaultMethodTests.GenericTestInterface.beforeAll,1,3,1
Method,org.junit.jupiter.engine.DefaultMethodTests.GenericTestInterface.test,1,4,1
Static Class,org.junit.jupiter.engine.DefaultMethodTests.TestCaseWithDefaultMethod,,2,
Interface,org.junit.jupiter.engine.DefaultMethodTests.TestInterface,,14,
Static Method,org.junit.jupiter.engine.DefaultMethodTests.TestInterface.afterAll,1,3,1
Static Method,org.junit.jupiter.engine.DefaultMethodTests.TestInterface.beforeAll,1,3,1
Method,org.junit.jupiter.engine.DefaultMethodTests.TestInterface.test,1,3,1
Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName,1,14,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_2),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_3),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_4),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_5),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_6),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromGenericInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_7),1,1,1
Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName,1,13,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_2),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_3),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_4),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_5),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithDefaultMethodFromInterfaceSelectedByFullyQualifedMethodName.(lambda_expr_6),1,1,1
Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass,1,14,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_2),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_3),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_4),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_5),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_6),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByClass.(lambda_expr_7),1,1,1
Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName,1,14,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_2),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_3),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_4),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_5),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_6),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverloadedMethodNextToGenericDefaultMethodSelectedByFullyQualifedMethodName.(lambda_expr_7),1,1,1
Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass,1,15,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_2),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_3),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_4),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_5),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_6),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_7),1,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_8),1,1,1
Method,org.junit.jupiter.engine.DefaultMethodTests.resetFlags,1,7,1
Class,org.junit.jupiter.engine.DisabledTests,,34,
Static Class,org.junit.jupiter.engine.DisabledTests.DisabledTestClassTestCase,,6,
Method,org.junit.jupiter.engine.DisabledTests.DisabledTestClassTestCase.disabledTest,1,3,1
Static Class,org.junit.jupiter.engine.DisabledTests.DisabledTestMethodsTestCase,,10,
Method,org.junit.jupiter.engine.DisabledTests.DisabledTestMethodsTestCase.disabledTest,1,3,1
Method,org.junit.jupiter.engine.DisabledTests.DisabledTestMethodsTestCase.enabledTest,1,2,1
Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestClass,1,5,1
Lambda Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestClass.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestClass.(lambda_expr_2),1,1,1
Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestMethods,1,8,1
Lambda Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestMethods.(lambda_expr_1),1,1,1
Class,org.junit.jupiter.engine.DynamicNodeGenerationTests,,356,
Static Class,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase,,56,
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.(lambda_expr_1),1,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.(lambda_expr_2),1,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicCollection,1,3,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithExceptionThrowingStream,1,6,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithExceptionThrowingStream.(lambda_expr_1),1,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithIterable,1,3,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithNullChildren,1,3,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicIterable,1,3,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicIterator,1,3,1
