Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_7),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DefaultMethodTests.executeTestCaseWithOverriddenGenericDefaultMethodSelectedByClass.(lambda_expr_8),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DefaultMethodTests.resetFlags,1,,,,,,,1,7
Class,org.junit.jupiter.engine.DisabledTests,5,1,2,0,0,10,2,,34
Static Class,org.junit.jupiter.engine.DisabledTests.DisabledTestClassTestCase,1,1,1,0,0,2,1,,6
Method,org.junit.jupiter.engine.DisabledTests.DisabledTestClassTestCase.disabledTest,1,,,,,,,1,3
Static Class,org.junit.jupiter.engine.DisabledTests.DisabledTestMethodsTestCase,2,1,1,0,0,3,2,,10
Method,org.junit.jupiter.engine.DisabledTests.DisabledTestMethodsTestCase.disabledTest,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DisabledTests.DisabledTestMethodsTestCase.enabledTest,1,,,,,,,1,2
Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestClass,3,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestClass.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestClass.(lambda_expr_2),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestMethods,2,,,,,,,1,8
Lambda Method,org.junit.jupiter.engine.DisabledTests.executeTestsWithDisabledTestMethods.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.jupiter.engine.DynamicNodeGenerationTests,55,1,2,0,0,15,16,,356
Static Class,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase,13,1,1,0,0,11,11,,56
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.(lambda_expr_2),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicCollection,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithExceptionThrowingStream,2,,,,,,,1,6
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithExceptionThrowingStream.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithIterable,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicContainerWithNullChildren,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicIterable,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicIterator,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.dynamicStream,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.nestedDynamicContainers,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.singleContainer,1,,,,,,,1,3
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.singleTest,2,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.singleTest.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.MyDynamicTestCase.twoNestedContainersWithTwoTestsEach,1,,,,,,,1,6
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.allDynamicTestInNestedDynamicContainerAreExecutedWhenContainerIsDiscoveredByUniqueId,1,,,,,,,1,25
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream,8,,,,,,,1,32
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromExceptionThrowingStream.(lambda_expr_7),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable,8,,,,,,,1,30
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersAreExecutedFromIterable.(lambda_expr_7),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicContainersChildrenMustNotBeNull,1,,,,,,,1,15
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection,7,,,,,,,1,13
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromCollection.(lambda_expr_6),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable,7,,,,,,,1,13
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterable.(lambda_expr_6),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator,7,,,,,,,1,13
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromIterator.(lambda_expr_6),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.dynamicTestsAreExecutedFromStream,1,,,,,,,1,16
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.legacyReportingNames,1,,,,,,,1,10
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted,8,,,,,,,1,33
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.nestedDynamicContainersAreExecuted.(lambda_expr_7),1,,,,,,,1,1
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.singleDynamicTestInNestedDynamicContainerIsExecutedWhenDiscoveredByUniqueId,1,,,,,,,1,23
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.singleDynamicTestIsExecutedWhenDiscoveredByUniqueId,1,,,,,,,1,15
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.testFactoryMethodIsCorrectlyDiscoveredForMethodSelector,1,,,,,,,1,6
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.testFactoryMethodsAreCorrectlyDiscoveredForClassSelector,1,,,,,,,1,5
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.testFactoryMethodsMayReturnSingleDynamicContainer,1,,,,,,,1,20
Method,org.junit.jupiter.engine.DynamicNodeGenerationTests.testFactoryMethodsMayReturnSingleDynamicTest,1,,,,,,,1,13
Class,org.junit.jupiter.engine.ExceptionHandlingTests,19,1,2,0,0,21,14,,246
Static Class,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase,13,1,1,88,0,11,9,,49
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.abortedTest,1,,,,,,,1,3
Static Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.afterAll,2,,,,,,,1,5
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.afterEach,2,,,,,,,1,5
Static Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.beforeAll,2,,,,,,,1,5
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.beforeEach,2,,,,,,,1,5
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.failingTest,1,,,,,,,1,3
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.succeedingTest,1,,,,,,,1,2
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.testWithCheckedException,1,,,,,,,1,3
Method,org.junit.jupiter.engine.ExceptionHandlingTests.FailureTestCase.testWithUncheckedException,1,,,,,,,1,3
Static Class,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerClassLifecycle,2,1,1,0,0,2,2,,8
Constructor,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerClassLifecycle.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerClassLifecycle,1,,,,,,,1,3
Method,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerClassLifecycle.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerMethodLifecycle,2,1,1,0,0,2,2,,8
Constructor,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerMethodLifecycle.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerMethodLifecycle,1,,,,,,,1,3
Method,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithInvalidConstructorAndThrowingAfterAllCallbackAndPerMethodLifecycle.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithThrowingBeforeAllAndAfterAllCallbacks,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.ExceptionHandlingTests.TestCaseWithThrowingBeforeAllAndAfterAllCallbacks.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.ExceptionHandlingTests.ThrowingAfterAllCallback,1,1,1,0,0,3,1,,6
Public Method,org.junit.jupiter.engine.ExceptionHandlingTests.ThrowingAfterAllCallback.afterAll,1,,,,,,,1,3
Static Class,org.junit.jupiter.engine.ExceptionHandlingTests.ThrowingBeforeAllCallback,1,1,1,0,0,3,1,,6
Public Method,org.junit.jupiter.engine.ExceptionHandlingTests.ThrowingBeforeAllCallback.beforeAll,1,,,,,,,1,3
Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInAfterAllIsRegistered,1,,,,,,,1,12
Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInAfterEachIsRegistered,2,,,,,,,1,8
Lambda Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInAfterEachIsRegistered.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInAfterEachIsSuppressedByExceptionInTest,1,,,,,,,1,16
Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInBeforeAllIsRegistered,1,,,,,,,1,10
Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInBeforeEachIsRegistered,2,,,,,,,1,8
Lambda Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInBeforeEachIsRegistered.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInTestMethodIsRegistered,2,,,,,,,1,9
Lambda Method,org.junit.jupiter.engine.ExceptionHandlingTests.checkedExceptionInTestMethodIsRegistered.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.ExceptionHandlingTests.cleanUpExceptions,1,,,,,,,1,6
Method,org.junit.jupiter.engine.ExceptionHandlingTests.exceptionInAfterAllCallbackDoesNotHideExceptionInBeforeAllCallback,1,,,,,,,1,11
Method,org.junit.jupiter.engine.ExceptionHandlingTests.exceptionInAfterEachTakesPrecedenceOverFailedAssumptionInTest,1,,,,,,,1,13
Method,org.junit.jupiter.engine.ExceptionHandlingTests.exceptionInConstructorPreventsExecutionOfAfterAllCallbacksWhenTestInstancePerClassIsUsed,1,,,,,,,1,9
Method,org.junit.jupiter.engine.ExceptionHandlingTests.exceptionsInConstructorAndAfterAllCallbackAreReportedWhenTestInstancePerMethodIsUsed,1,,,,,,,1,11
Method,org.junit.jupiter.engine.ExceptionHandlingTests.failureInAfterAllTakesPrecedenceOverTestAbortedExceptionInBeforeAll,1,,,,,,,1,12
Method,org.junit.jupiter.engine.ExceptionHandlingTests.failureInTestMethodIsRegistered,2,,,,,,,1,8
Lambda Method,org.junit.jupiter.engine.ExceptionHandlingTests.failureInTestMethodIsRegistered.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.ExceptionHandlingTests.uncheckedExceptionInTestMethodIsRegistered,2,,,,,,,1,9
Lambda Method,org.junit.jupiter.engine.ExceptionHandlingTests.uncheckedExceptionInTestMethodIsRegistered.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.jupiter.engine.FailedAssumptionsTests,6,1,2,0,0,5,2,,32
Static Class,org.junit.jupiter.engine.FailedAssumptionsTests.AssumptionViolatedExceptionInBeforeAllTestCase,2,1,1,0,0,3,2,,9
Static Method,org.junit.jupiter.engine.FailedAssumptionsTests.AssumptionViolatedExceptionInBeforeAllTestCase.beforeAll,1,,,,,,,1,3
Method,org.junit.jupiter.engine.FailedAssumptionsTests.AssumptionViolatedExceptionInBeforeAllTestCase.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.FailedAssumptionsTests.TestAbortedExceptionInBeforeAllTestCase,2,1,1,0,0,3,2,,9
Static Method,org.junit.jupiter.engine.FailedAssumptionsTests.TestAbortedExceptionInBeforeAllTestCase.beforeAll,1,,,,,,,1,3
Method,org.junit.jupiter.engine.FailedAssumptionsTests.TestAbortedExceptionInBeforeAllTestCase.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.FailedAssumptionsTests.assumptionViolatedExceptionInBeforeAll,3,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.FailedAssumptionsTests.assumptionViolatedExceptionInBeforeAll.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.FailedAssumptionsTests.assumptionViolatedExceptionInBeforeAll.(lambda_expr_2),1,,,,,,,1,1
Method,org.junit.jupiter.engine.FailedAssumptionsTests.testAbortedExceptionInBeforeAll,3,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.FailedAssumptionsTests.testAbortedExceptionInBeforeAll.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.FailedAssumptionsTests.testAbortedExceptionInBeforeAll.(lambda_expr_2),1,,,,,,,1,1
Class,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests,11,1,2,0,0,11,5,,69
Static Class,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCase,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCase.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidAfterAllMethod,2,1,1,0,0,2,2,,8
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidAfterAllMethod.afterAll,1,,,,,,,1,2
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidAfterAllMethod.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidAfterEachMethod,2,1,1,0,0,2,2,,8
Static Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidAfterEachMethod.afterEach,1,,,,,,,1,2
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidAfterEachMethod.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidBeforeAllMethod,2,1,1,0,0,2,2,,8
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidBeforeAllMethod.beforeAll,1,,,,,,,1,2
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidBeforeAllMethod.test,1,,,,,,,1,2
Static Class,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidBeforeEachMethod,2,1,1,0,0,2,2,,8
Static Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidBeforeEachMethod.beforeEach,1,,,,,,,1,2
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.TestCaseWithInvalidBeforeEachMethod.test,1,,,,,,,1,2
Private Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults,7,,,,,,,1,14
Lambda Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.assertExecutionResults.(lambda_expr_6),1,,,,,,,1,1
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.executeValidTestCaseAlongsideTestCaseWithInvalidAfterAllDeclaration,1,,,,,,,1,3
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.executeValidTestCaseAlongsideTestCaseWithInvalidAfterEachDeclaration,1,,,,,,,1,3
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.executeValidTestCaseAlongsideTestCaseWithInvalidBeforeAllDeclaration,1,,,,,,,1,3
Method,org.junit.jupiter.engine.InvalidLifecycleMethodConfigurationTests.executeValidTestCaseAlongsideTestCaseWithInvalidBeforeEachDeclaration,1,,,,,,,1,3
Public Class,org.junit.jupiter.engine.JupiterTestEngine,9,1,2,0,0,19,8,,44
Protected Method,org.junit.jupiter.engine.JupiterTestEngine.createExecutionContext,1,,,,,,,1,4
Protected Method,org.junit.jupiter.engine.JupiterTestEngine.createExecutorService,2,,,,,,,1,8
Protected Method,org.junit.jupiter.engine.JupiterTestEngine.createThrowableCollectorFactory,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.JupiterTestEngine.discover,1,,,,,,,1,7
Public Method,org.junit.jupiter.engine.JupiterTestEngine.getArtifactId,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.JupiterTestEngine.getGroupId,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.JupiterTestEngine.getId,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.JupiterTestEngine.getJupiterConfiguration,1,,,,,,,1,4
Class,org.junit.jupiter.engine.JupiterTestEngineBasicTests,4,1,1,0,0,4,4,,19
Method,org.junit.jupiter.engine.JupiterTestEngineBasicTests.artifactId,1,,,,,,,1,3
Method,org.junit.jupiter.engine.JupiterTestEngineBasicTests.groupId,1,,,,,,,1,3
Method,org.junit.jupiter.engine.JupiterTestEngineBasicTests.id,1,,,,,,,1,3
Method,org.junit.jupiter.engine.JupiterTestEngineBasicTests.version,1,,,,,,,1,3
Class,org.junit.jupiter.engine.MultipleTestableAnnotationsTests,2,1,2,0,0,6,1,,15
Static Class,org.junit.jupiter.engine.MultipleTestableAnnotationsTests.TestCase,1,1,1,0,0,3,1,,6
Method,org.junit.jupiter.engine.MultipleTestableAnnotationsTests.TestCase.testAndRepeatedTest,1,,,,,,,1,2
Method,org.junit.jupiter.engine.MultipleTestableAnnotationsTests.testAndRepeatedTest,2,,,,,,,1,6
Lambda Method,org.junit.jupiter.engine.MultipleTestableAnnotationsTests.testAndRepeatedTest.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.jupiter.engine.NestedTestClassesTests,11,1,2,0,0,10,5,,148
Static Abstract Class,org.junit.jupiter.engine.NestedTestClassesTests.AbstractSuperClass,0,0,1,0,1,1,0,,12
Class,org.junit.jupiter.engine.NestedTestClassesTests.AbstractSuperClass.NestedInAbstractClass,2,1,1,0,0,2,2,,9
Method,org.junit.jupiter.engine.NestedTestClassesTests.AbstractSuperClass.NestedInAbstractClass.failing,1,,,,,,,1,3
Method,org.junit.jupiter.engine.NestedTestClassesTests.AbstractSuperClass.NestedInAbstractClass.successful,1,,,,,,,1,2
Interface,org.junit.jupiter.engine.NestedTestClassesTests.InterfaceWithNestedClass,0,0,0,0,1,1,0,,9
Class,org.junit.jupiter.engine.NestedTestClassesTests.InterfaceWithNestedClass.NestedInInterface,1,1,1,0,0,2,1,,6
Method,org.junit.jupiter.engine.NestedTestClassesTests.InterfaceWithNestedClass.NestedInInterface.notExecutedByImplementingClass,1,,,,,,,1,3
Static Class,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting,3,1,1,88,0,4,3,,55
Class,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase,4,1,1,0,0,6,4,,35
Class,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.DoublyNestedTestCase,4,1,1,0,0,4,4,,17
Method,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.DoublyNestedTestCase.afterDoublyNested,1,,,,,,,1,3
Method,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.DoublyNestedTestCase.beforeDoublyNested,1,,,,,,,1,3
Method,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.DoublyNestedTestCase.failing,1,,,,,,,1,3
Method,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.DoublyNestedTestCase.successful,1,,,,,,,1,2
Method,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.afterNested,1,,,,,,,1,3
Method,org.junit.jupiter.engine.NestedTestClassesTests.TestCaseWithDoubleNesting.NestedTestCase.beforeNested,1,,,,,,,1,3
