Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Method,org.junit.jupiter.migrationsupport.rules.WrongExtendWithForVerifierMethodTests.testNothing,1,,,,,,,1,2
Package,org.junit.jupiter.migrationsupport.rules.adapter,17,1,,,,,14,,98
Public Abstract Class,org.junit.jupiter.migrationsupport.rules.adapter.AbstractTestRuleAdapter,5,1,1,33,5,9,3,,17
Public Constructor,org.junit.jupiter.migrationsupport.rules.adapter.AbstractTestRuleAdapter.AbstractTestRuleAdapter,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.migrationsupport.rules.adapter.AbstractTestRuleAdapter.AbstractTestRuleAdapter.(lambda_expr_1),1,,,,,,,1,1
Protected Method,org.junit.jupiter.migrationsupport.rules.adapter.AbstractTestRuleAdapter.executeMethod,1,,,,,,,1,3
Protected Method,org.junit.jupiter.migrationsupport.rules.adapter.AbstractTestRuleAdapter.executeMethod,2,,,,,,,1,6
Lambda Method,org.junit.jupiter.migrationsupport.rules.adapter.AbstractTestRuleAdapter.executeMethod.(lambda_expr_1),1,,,,,,,1,2
Public Class,org.junit.jupiter.migrationsupport.rules.adapter.ExpectedExceptionAdapter,4,1,2,0,0,5,3,,15
Public Constructor,org.junit.jupiter.migrationsupport.rules.adapter.ExpectedExceptionAdapter.ExpectedExceptionAdapter,1,,,,,,,1,3
Public Method,org.junit.jupiter.migrationsupport.rules.adapter.ExpectedExceptionAdapter.after,2,,,,,,,1,5
Public Method,org.junit.jupiter.migrationsupport.rules.adapter.ExpectedExceptionAdapter.handleTestExecutionException,1,,,,,,,1,3
Public Class,org.junit.jupiter.migrationsupport.rules.adapter.ExternalResourceAdapter,3,1,2,0,0,3,3,,13
Public Constructor,org.junit.jupiter.migrationsupport.rules.adapter.ExternalResourceAdapter.ExternalResourceAdapter,1,,,,,,,1,3
Public Method,org.junit.jupiter.migrationsupport.rules.adapter.ExternalResourceAdapter.after,1,,,,,,,1,3
Public Method,org.junit.jupiter.migrationsupport.rules.adapter.ExternalResourceAdapter.before,1,,,,,,,1,3
Public Interface,org.junit.jupiter.migrationsupport.rules.adapter.GenericBeforeAndAfterAdvice,3,1,0,0,1,1,3,,8
Method,org.junit.jupiter.migrationsupport.rules.adapter.GenericBeforeAndAfterAdvice.after,1,,,,,,,1,2
Method,org.junit.jupiter.migrationsupport.rules.adapter.GenericBeforeAndAfterAdvice.before,1,,,,,,,1,2
Method,org.junit.jupiter.migrationsupport.rules.adapter.GenericBeforeAndAfterAdvice.handleTestExecutionException,1,,,,,,,1,2
Public Class,org.junit.jupiter.migrationsupport.rules.adapter.VerifierAdapter,2,1,2,0,0,3,2,,9
Public Constructor,org.junit.jupiter.migrationsupport.rules.adapter.VerifierAdapter.VerifierAdapter,1,,,,,,,1,3
Public Method,org.junit.jupiter.migrationsupport.rules.adapter.VerifierAdapter.after,1,,,,,,,1,3
Package,org.junit.jupiter.migrationsupport.rules.member,6,1,,,,,6,,54
Abstract Class,org.junit.jupiter.migrationsupport.rules.member.AbstractTestRuleAnnotatedMember,2,1,1,0,2,2,2,,10
Constructor,org.junit.jupiter.migrationsupport.rules.member.AbstractTestRuleAnnotatedMember.AbstractTestRuleAnnotatedMember,1,,,,,,,1,3
Public Method,org.junit.jupiter.migrationsupport.rules.member.AbstractTestRuleAnnotatedMember.getTestRule,1,,,,,,,1,3
Public Class,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedField,3,1,2,0,0,5,2,,13
Public Constructor,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedField.TestRuleAnnotatedField,1,,,,,,,1,3
Private Static Method,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedField.retrieveTestRule,2,,,,,,,1,8
Public Interface,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedMember,0,0,0,0,2,1,1,,3
Abstract Method,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedMember.getTestRule,0,,,,,,,0,1
Public Class,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedMethod,1,1,2,0,0,3,1,,5
Public Constructor,org.junit.jupiter.migrationsupport.rules.member.TestRuleAnnotatedMethod.TestRuleAnnotatedMethod,1,,,,,,,1,3
Package,org.junit.jupiter.params,285,1,,,,,240,,1674
Public Annotation,org.junit.jupiter.params.ParameterizedTest,0,0,0,0,0,2,1,,11
Abstract Method,org.junit.jupiter.params.ParameterizedTest.name,0,,,,,,,0,1
Class,org.junit.jupiter.params.ParameterizedTestExtension,23,1,1,0,0,27,8,,89
Protected Static Method,org.junit.jupiter.params.ParameterizedTestExtension.arguments,2,,,,,,,1,8
Private Method,org.junit.jupiter.params.ParameterizedTestExtension.consumedArguments,3,,,,,,,1,5
Private Method,org.junit.jupiter.params.ParameterizedTestExtension.createInvocationContext,1,,,,,,,1,4
Private Method,org.junit.jupiter.params.ParameterizedTestExtension.createNameFormatter,2,,,,,,,1,8
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.createNameFormatter.(lambda_expr_1),1,,,,,,,1,3
Private Method,org.junit.jupiter.params.ParameterizedTestExtension.getStore,1,,,,,,,1,3
Private Method,org.junit.jupiter.params.ParameterizedTestExtension.instantiateArgumentsProvider,3,,,,,,,1,15
Public Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts,7,,,,,,,1,22
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.provideTestTemplateInvocationContexts.(lambda_expr_6),1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtension.supportsTestTemplate,4,,,,,,,3,18
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtension.supportsTestTemplate.(lambda_expr_1),1,,,,,,,1,5
Class,org.junit.jupiter.params.ParameterizedTestExtensionTests,13,1,1,60,0,20,10,,195
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.ArgumentsProviderWithCloseHandler,2,1,1,0,0,5,1,,7
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.ArgumentsProviderWithCloseHandler.provideArguments,2,,,,,,,1,4
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.ArgumentsProviderWithCloseHandler.provideArguments.(lambda_expr_1),1,,,,,,,1,1
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.ArgumentsProviderWithCloseHandlerTestCase,1,1,1,0,0,4,1,,6
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.ArgumentsProviderWithCloseHandlerTestCase.method,1,,,,,,,1,2
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.MissingNoArgumentsConstructorArgumentsProvider,2,1,1,0,0,4,2,,8
Constructor,org.junit.jupiter.params.ParameterizedTestExtensionTests.MissingNoArgumentsConstructorArgumentsProvider.MissingNoArgumentsConstructorArgumentsProvider,1,,,,,,,1,2
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.MissingNoArgumentsConstructorArgumentsProvider.provideArguments,1,,,,,,,1,3
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.MissingNoArgumentsConstructorArgumentsProviderTestCase,1,1,1,0,0,3,1,,6
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.MissingNoArgumentsConstructorArgumentsProviderTestCase.method,1,,,,,,,1,2
Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.NonStaticArgumentsProvider,1,1,1,0,0,3,1,,6
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.NonStaticArgumentsProvider.provideArguments,1,,,,,,,1,3
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.NonStaticArgumentsProviderTestCase,1,1,1,0,0,3,1,,6
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.NonStaticArgumentsProviderTestCase.method,1,,,,,,,1,2
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.TestCaseWithAnnotatedMethod,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.TestCaseWithAnnotatedMethod.method,1,,,,,,,1,2
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.TestCaseWithMethod,1,1,1,0,0,0,1,,4
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.TestCaseWithMethod.method,1,,,,,,,1,2
Static Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.TestCaseWithoutMethod,0,0,1,0,0,0,0,,2
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.argumentsRethrowsOriginalExceptionFromProviderAsUncheckedException,3,,,,,,,1,8
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.argumentsRethrowsOriginalExceptionFromProviderAsUncheckedException.(lambda_expr_1),1,,,,,,,1,3
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.argumentsRethrowsOriginalExceptionFromProviderAsUncheckedException.(lambda_expr_2),1,,,,,,,1,1
Private Generic Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.assertArgumentsProviderInstantiationException,1,,,,,,,1,7
TypeVariable,org.junit.jupiter.params.ParameterizedTestExtensionTests.assertArgumentsProviderInstantiationException.T,0,0,1,0,0,0,0,,0
Private Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod,2,,,,,,,1,67
Anonymous Class,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1),15,1,1,93,0,10,15,,61
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getConfigurationParameter,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getDisplayName,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getElement,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getExecutionException,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getParent,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getRoot,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getStore,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getTags,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getTestClass,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getTestInstance,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getTestInstanceLifecycle,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getTestInstances,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getTestMethod,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).getUniqueId,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(Anon_1).publishReportEntry,1,,,,,,,1,2
Lambda Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.getExtensionContextReturningSingleMethod.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.streamsReturnedByProvidersAreClosedWhenCallingProvide,1,,,,,,,1,10
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.supportsReturnsFalseForMissingTestMethod,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.supportsReturnsFalseForTestMethodWithoutParameterizedTestAnnotation,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.supportsReturnsTrueForTestMethodWithParameterizedTestAnnotation,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.throwsExceptionWhenArgumentsProviderDoesNotContainNoArgumentConstructor,1,,,,,,,1,8
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.throwsExceptionWhenArgumentsProviderIsNotStatic,1,,,,,,,1,8
Method,org.junit.jupiter.params.ParameterizedTestExtensionTests.throwsExceptionWhenParameterizedTestIsNotInvokedAtLeastOnce,1,,,,,,,1,10
Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests,14,1,1,0,0,24,13,,797
Static Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.Book,2,1,1,50,0,1,2,,9
Private Constructor,org.junit.jupiter.params.ParameterizedTestIntegrationTests.Book.Book,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.Book.factory,1,,,,,,,1,3
Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests,14,1,1,0,0,16,12,,78
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.execute,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForList,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForMap,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForOneDimensionalPrimitiveArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForOneDimensionalStringArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForSet,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForString,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForStringAndTestInfo,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForTwoDimensionalPrimitiveArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.executesWithEmptySourceForTwoDimensionalStringArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.failsWithEmptySourceForUnsupportedType,2,,,,,,,1,9
Lambda Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.failsWithEmptySourceForUnsupportedType.(lambda_expr_1),1,,,,,,,1,2
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.failsWithEmptySourceWithZeroFormalParameters,2,,,,,,,1,9
Lambda Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceIntegrationTests.failsWithEmptySourceWithZeroFormalParameters.(lambda_expr_1),1,,,,,,,1,2
Static Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase,15,1,1,0,0,12,15,,78
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForList,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForMap,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForOneDimensionalPrimitiveArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForOneDimensionalStringArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForPrimitive,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForSet,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForString,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForStringAndTestInfo,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForTwoDimensionalPrimitiveArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForTwoDimensionalStringArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForUnsupportedListSubtype,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForUnsupportedMapSubtype,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForUnsupportedReferenceType,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceForUnsupportedSetSubtype,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.EmptySourceTestCase.testWithEmptySourceWithZeroFormalParameters,1,,,,,,,1,3
Private Static Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.ErroneousConverter,1,1,1,0,0,3,1,,6
Public Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.ErroneousConverter.convert,1,,,,,,,1,3
Static Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase,9,1,1,0,0,14,9,,43
Public Constructor,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.LifecycleTestCase,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.afterAll,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.afterEach,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.beforeAll,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.beforeEach,1,,,,,,,1,3
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.performTest,1,,,,,,,1,6
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.providerMethod,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.test1,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.LifecycleTestCase.test2,1,,,,,,,1,3
Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests,16,1,1,0,0,9,16,,90
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.assertStreamOfTwoDimensionalPrimitiveArrays,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.emptyMethodSource,1,,,,,,,1,4
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.execute,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.oneDimensionalObjectArray,1,,,,,,,1,6
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.oneDimensionalPrimitiveArray,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.oneDimensionalStringArray,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.reportsContainerWithAssumptionFailureInMethodSourceAsAborted,1,,,,,,,1,6
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.streamOfOneDimensionalObjectArrays,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.streamOfOneDimensionalPrimitiveArrays,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.streamOfTwoDimensionalObjectArrays,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.streamOfTwoDimensionalPrimitiveArrays,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.streamOfTwoDimensionalPrimitiveArraysWrappedInArguments,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.streamOfTwoDimensionalPrimitiveArraysWrappedInObjectArrays,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.twoDimensionalObjectArray,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.twoDimensionalPrimitiveArray,1,,,,,,,1,5
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceIntegrationTests.twoDimensionalStringArray,1,,,,,,,1,5
Static Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase,28,1,1,0,0,15,28,,121
Annotation,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.MethodSourceTest,0,0,0,0,0,0,0,,2
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.assumptionFailureInMethodSourceFactoryMethod,1,,,,,,,1,2
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.assumptionFailureInMethodSourceFactoryMethod,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.emptyMethodSource,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.emptyMethodSource,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.oneDimensionalObjectArray,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.oneDimensionalObjectArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.oneDimensionalPrimitiveArray,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.oneDimensionalPrimitiveArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.oneDimensionalStringArray,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.oneDimensionalStringArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfOneDimensionalObjectArrays,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfOneDimensionalObjectArrays,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfOneDimensionalPrimitiveArrays,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfOneDimensionalPrimitiveArrays,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalObjectArrays,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalObjectArrays,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalPrimitiveArrays,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalPrimitiveArrays,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalPrimitiveArraysWrappedInArguments,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalPrimitiveArraysWrappedInArguments,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalPrimitiveArraysWrappedInObjectArrays,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.streamOfTwoDimensionalPrimitiveArraysWrappedInObjectArrays,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.twoDimensionalObjectArray,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.twoDimensionalObjectArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.twoDimensionalPrimitiveArray,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.twoDimensionalPrimitiveArray,1,,,,,,,1,3
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.twoDimensionalStringArray,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.MethodSourceTestCase.twoDimensionalStringArray,1,,,,,,,1,3
Class,org.junit.jupiter.params.ParameterizedTestIntegrationTests.NullAndEmptySourceIntegrationTests,8,1,1,0,0,10,8,,43
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.NullAndEmptySourceIntegrationTests.assertNullAndEmpty,1,,,,,,,1,6
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.NullAndEmptySourceIntegrationTests.assertNullAndEmptyString,1,,,,,,,1,6
Private Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.NullAndEmptySourceIntegrationTests.execute,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.NullAndEmptySourceIntegrationTests.executesWithNullAndEmptySourceForList,1,,,,,,,1,4
Method,org.junit.jupiter.params.ParameterizedTestIntegrationTests.NullAndEmptySourceIntegrationTests.executesWithNullAndEmptySourceForOneDimensionalPrimitiveArray,1,,,,,,,1,4
