timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1647987893314,676,HTTP Request,503,Service Unavailable,Users 1-65,text,false,,7177,115,50,50,https://www.amazon.ca/,676,0,470
1647987893054,945,HTTP Request,200,OK,Users 1-39,text,true,,86051,115,49,49,https://www.amazon.ca/,796,0,499
1647987893644,362,HTTP Request,503,Service Unavailable,Users 1-98,text,false,,7177,115,48,48,https://www.amazon.ca/,362,0,319
1647987893488,557,HTTP Request,503,Service Unavailable,Users 1-82,text,false,,7177,115,47,47,https://www.amazon.ca/,557,0,506
1647987893166,890,HTTP Request,200,OK,Users 1-50,text,true,,86718,115,46,46,https://www.amazon.ca/,615,0,553
1647987893011,1056,HTTP Request,200,OK,Users 1-34,text,true,,85111,115,45,45,https://www.amazon.ca/,726,0,533
1647987893045,1028,HTTP Request,200,OK,Users 1-38,text,true,,88696,115,44,44,https://www.amazon.ca/,763,0,702
1647987893024,1056,HTTP Request,200,OK,Users 1-35,text,true,,84567,115,43,43,https://www.amazon.ca/,771,0,699
1647987893248,849,HTTP Request,200,OK,Users 1-58,text,true,,88930,115,42,42,https://www.amazon.ca/,667,0,407
1647987893187,917,HTTP Request,200,OK,Users 1-52,text,true,,86232,115,41,41,https://www.amazon.ca/,892,0,621
1647987893345,765,HTTP Request,503,Service Unavailable,Users 1-68,text,false,,7177,115,40,40,https://www.amazon.ca/,765,0,601
1647987893375,738,HTTP Request,503,Service Unavailable,Users 1-71,text,false,,7177,115,39,39,https://www.amazon.ca/,738,0,565
1647987893122,996,HTTP Request,200,OK,Users 1-44,text,true,,83917,115,38,38,https://www.amazon.ca/,835,0,684
1647987893309,814,HTTP Request,200,OK,Users 1-64,text,true,,84234,115,37,37,https://www.amazon.ca/,667,0,462
1647987893072,1054,HTTP Request,200,OK,Users 1-40,text,true,,84007,115,36,36,https://www.amazon.ca/,842,0,594
1647987893215,925,HTTP Request,200,OK,Users 1-55,text,true,,86415,115,35,35,https://www.amazon.ca/,683,0,620
1647987893125,1025,HTTP Request,200,OK,Users 1-46,text,true,,87714,115,34,34,https://www.amazon.ca/,853,0,682
1647987893495,668,HTTP Request,200,OK,Users 1-83,text,true,,84204,115,33,33,https://www.amazon.ca/,451,0,377
1647987893223,942,HTTP Request,200,OK,Users 1-56,text,true,,84560,115,32,32,https://www.amazon.ca/,718,0,611
1647987893334,840,HTTP Request,200,OK,Users 1-67,text,true,,87288,115,31,31,https://www.amazon.ca/,658,0,444
1647987893365,811,HTTP Request,200,OK,Users 1-70,text,true,,83333,115,31,31,https://www.amazon.ca/,616,0,293
1647987893536,642,HTTP Request,200,OK,Users 1-87,text,true,,84046,115,29,29,https://www.amazon.ca/,389,0,330
1647987893607,574,HTTP Request,503,Service Unavailable,Users 1-94,text,false,,7177,115,28,28,https://www.amazon.ca/,574,0,401
1647987893624,559,HTTP Request,503,Service Unavailable,Users 1-96,text,false,,7177,115,28,28,https://www.amazon.ca/,559,0,406
1647987893654,533,HTTP Request,503,Service Unavailable,Users 1-99,text,false,,7177,115,26,26,https://www.amazon.ca/,533,0,369
1647987893259,938,HTTP Request,200,OK,Users 1-59,text,true,,87131,115,25,25,https://www.amazon.ca/,819,0,554
1647987893417,780,HTTP Request,503,Service Unavailable,Users 1-75,text,false,,7177,115,24,24,https://www.amazon.ca/,780,0,668
1647987893264,935,HTTP Request,200,OK,Users 1-60,text,true,,81844,115,23,23,https://www.amazon.ca/,824,0,649
1647987893544,661,HTTP Request,200,OK,Users 1-88,text,true,,83598,115,22,22,https://www.amazon.ca/,621,0,391
1647987893324,895,HTTP Request,200,OK,Users 1-66,text,true,,86058,115,21,21,https://www.amazon.ca/,612,0,546
1647987893524,720,HTTP Request,200,OK,Users 1-86,text,true,,87424,115,20,20,https://www.amazon.ca/,579,0,366
1647987893444,806,HTTP Request,200,OK,Users 1-78,text,true,,81953,115,19,19,https://www.amazon.ca/,668,0,507
1647987893209,1064,HTTP Request,200,OK,Users 1-54,text,true,,84430,115,18,18,https://www.amazon.ca/,893,0,739
1647987893298,989,HTTP Request,200,OK,Users 1-63,text,true,,86171,115,17,17,https://www.amazon.ca/,783,0,524
1647987893354,950,HTTP Request,200,OK,Users 1-69,text,true,,86335,115,16,16,https://www.amazon.ca/,757,0,584
1647987893616,693,HTTP Request,200,OK,Users 1-95,text,true,,86383,115,15,15,https://www.amazon.ca/,411,0,348
1647987893394,920,HTTP Request,200,OK,Users 1-73,text,true,,84182,115,14,14,https://www.amazon.ca/,796,0,627
1647987893505,817,HTTP Request,200,OK,Users 1-84,text,true,,86370,115,13,13,https://www.amazon.ca/,565,0,464
1647987893576,758,HTTP Request,200,OK,Users 1-91,text,true,,86916,115,12,12,https://www.amazon.ca/,627,0,441
1647987893567,782,HTTP Request,200,OK,Users 1-90,text,true,,84887,115,11,11,https://www.amazon.ca/,619,0,451
1647987893586,850,HTTP Request,200,OK,Users 1-92,text,true,,86548,115,10,10,https://www.amazon.ca/,617,0,470
1647987893515,923,HTTP Request,200,OK,Users 1-85,text,true,,84237,115,9,9,https://www.amazon.ca/,682,0,587
1647987893554,898,HTTP Request,503,Service Unavailable,Users 1-89,text,false,,7177,115,8,8,https://www.amazon.ca/,898,0,606
1647987893665,801,HTTP Request,200,OK,Users 1-100,text,true,,84156,115,7,7,https://www.amazon.ca/,561,0,447
1647987893596,900,HTTP Request,200,OK,Users 1-93,text,true,,87228,115,6,6,https://www.amazon.ca/,833,0,550
1647987893475,1022,HTTP Request,200,OK,Users 1-81,text,true,,89144,115,6,6,https://www.amazon.ca/,965,0,673
1647987893455,1045,HTTP Request,200,OK,Users 1-79,text,true,,86941,115,4,4,https://www.amazon.ca/,974,0,692
1647987893634,899,HTTP Request,200,OK,Users 1-97,text,true,,87082,115,3,3,https://www.amazon.ca/,809,0,519
1647987893464,1189,HTTP Request,200,OK,Users 1-80,text,true,,86958,115,2,2,https://www.amazon.ca/,988,0,701
1647987893427,1227,HTTP Request,200,OK,Users 1-76,text,true,,85250,115,2,2,https://www.amazon.ca/,1027,0,748
