Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeBeforeAllCallbacks,4,,,,,,,3,11
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeBeforeAllCallbacks.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeBeforeAllMethods,4,,,,,,,3,13
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeBeforeAllMethods.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeMethodInExtensionContext,2,,,,,,,1,6
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeMethodInExtensionContext.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeTestInstancePostProcessors,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeTestInstancePostProcessors.(lambda_expr_1),2,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.invokeTestInstancePostProcessors.(lambda_expr_1).(lambda_expr_2),1,,,,,,,1,1
Public Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.prepare,1,,,,,,,1,20
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.registerAfterEachMethodAdapters,1,,,,,,,1,5
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.registerBeforeEachMethodAdapters,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.registerMethodsAsExtensions,2,,,,,,,1,4
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.registerMethodsAsExtensions.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.synthesizeAfterEachMethodAdapter,2,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.synthesizeAfterEachMethodAdapter.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.synthesizeBeforeEachMethodAdapter,2,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.synthesizeBeforeEachMethodAdapter.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.testInstanceProvider,3,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.testInstanceProvider.(lambda_expr_1),1,,,,,,,1,2
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.testInstanceProvider.(lambda_expr_2),2,,,,,,,1,2
Lambda Method,org.junit.jupiter.engine.descriptor.ClassTestDescriptor.testInstanceProvider.(lambda_expr_2).(lambda_expr_3),1,,,,,,,1,1
Class,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor,7,1,3,60,0,14,5,,31
Constructor,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.DynamicContainerTestDescriptor,1,,,,,,,1,5
Public Method,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.execute,3,,,,,,,1,10
Lambda Method,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.execute.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.execute.(lambda_expr_2),1,,,,,,,1,1
Public Method,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.getType,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.shouldBeSkipped,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.descriptor.DynamicContainerTestDescriptor.toDynamicDescriptor,1,,,,,,,1,3
Class,org.junit.jupiter.engine.descriptor.DynamicTestTestDescriptor,4,1,3,50,0,10,4,,21
Constructor,org.junit.jupiter.engine.descriptor.DynamicTestTestDescriptor.DynamicTestTestDescriptor,1,,,,,,,1,4
Public Method,org.junit.jupiter.engine.descriptor.DynamicTestTestDescriptor.execute,1,,,,,,,1,5
Public Method,org.junit.jupiter.engine.descriptor.DynamicTestTestDescriptor.getType,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.DynamicTestTestDescriptor.shouldBeSkipped,1,,,,,,,1,3
Public Class,org.junit.jupiter.engine.descriptor.JupiterEngineDescriptor,2,1,3,0,0,9,2,,15
Public Constructor,org.junit.jupiter.engine.descriptor.JupiterEngineDescriptor.JupiterEngineDescriptor,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.JupiterEngineDescriptor.prepare,1,,,,,,,1,9
Public Class,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext,6,1,2,0,0,4,6,,26
Public Constructor,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext.JupiterEngineExtensionContext,1,,,,,,,1,4
Public Method,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext.getElement,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext.getExecutionException,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext.getTestClass,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext.getTestInstance,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.JupiterEngineExtensionContext.getTestMethod,1,,,,,,,1,3
Public Abstract Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor,14,1,2,0,4,28,7,,66
Constructor,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.JupiterTestDescriptor,1,,,,,,,1,3
Protected Static Generic Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.determineDisplayName,4,,,,,,,3,15
Lambda Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.determineDisplayName.(lambda_expr_1),1,,,,,,,1,2
TypeVariable,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.determineDisplayName.E,0,0,2,0,0,0,0,,0
Protected Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.executeAndMaskThrowable,2,,,,,,,1,8
Protected Static Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.getTags,3,,,,,,,1,15
Lambda Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.getTags.(lambda_expr_1),3,,,,,,,1,9
Lambda Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.getTags.(lambda_expr_1).(lambda_expr_2),1,,,,,,,1,3
Protected Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.populateNewExtensionRegistryFromExtendWith,1,,,,,,,1,8
Public Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.shouldBeSkipped,1,,,,,,,1,5
Private Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptor.toSkipResult,2,,,,,,,1,6
Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests,14,1,1,0,0,33,14,,183
Annotation,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.CustomTestAnnotation,0,0,0,0,0,0,0,,2
Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.NestedTestCase,0,0,1,0,0,0,0,,2
Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.StaticTestCase,0,0,1,0,0,0,0,,4
Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.StaticTestCase.StaticTestCaseLevel2,0,0,1,0,0,0,0,,2
Private Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase,8,1,1,0,0,6,8,,24
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.customTestAnnotation,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.foo,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCase.test,1,,,,,,,1,2
Private Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidAfterAllMethod,2,1,1,0,0,2,2,,8
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidAfterAllMethod.afterAll,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidAfterAllMethod.test,1,,,,,,,1,2
Private Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidAfterEachMethod,2,1,1,0,0,2,2,,8
Static Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidAfterEachMethod.afterEach,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidAfterEachMethod.test,1,,,,,,,1,2
Private Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidBeforeAllMethod,2,1,1,0,0,2,2,,8
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidBeforeAllMethod.beforeAll,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidBeforeAllMethod.test,1,,,,,,,1,2
Private Static Class,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidBeforeEachMethod,2,1,1,0,0,2,2,,8
Static Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidBeforeEachMethod.beforeEach,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.TestCaseWithInvalidBeforeEachMethod.test,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromClass,1,,,,,,,1,5
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromClassWithInvalidAfterAllDeclaration,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromClassWithInvalidAfterEachDeclaration,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromClassWithInvalidBeforeAllDeclaration,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromClassWithInvalidBeforeEachDeclaration,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethod,1,,,,,,,1,8
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithAnnotations,1,,,,,,,1,14
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithCustomTestAnnotation,1,,,,,,,1,7
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithMultidimensionalObjectArrayParameter,1,,,,,,,1,6
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithMultidimensionalPrimitiveArrayParameter,1,,,,,,,1,6
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithObjectArrayParameter,1,,,,,,,1,6
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithParameters,1,,,,,,,1,6
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.constructFromMethodWithPrimitiveArrayParameter,1,,,,,,,1,6
Method,org.junit.jupiter.engine.descriptor.JupiterTestDescriptorTests.defaultDisplayNamesForTestClasses,1,,,,,,,1,12
Class,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils,18,1,1,0,0,11,11,,55
Private Constructor,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.LifecycleMethodUtils,1,,,,,,,1,2
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.assertNonStatic,2,,,,,,,1,6
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.assertStatic,2,,,,,,,1,7
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.assertVoid,2,,,,,,,1,6
Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findAfterAllMethods,1,,,,,,,1,3
Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findAfterEachMethods,1,,,,,,,1,3
Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findBeforeAllMethods,1,,,,,,,1,3
Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findBeforeEachMethods,1,,,,,,,1,3
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findMethodsAndAssertNonStatic,2,,,,,,,1,6
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findMethodsAndAssertNonStatic.(lambda_expr_1),1,,,,,,,1,1
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findMethodsAndAssertStatic,3,,,,,,,1,8
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findMethodsAndAssertStatic.(lambda_expr_1),1,,,,,,,1,1
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findMethodsAndCheckVoidReturnType,2,,,,,,,1,6
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtils.findMethodsAndCheckVoidReturnType.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests,19,1,1,0,0,8,13,,79
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findAfterAllMethodsWithLifeCyclePerClassAndRequiringStatic,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findAfterAllMethodsWithStandardLifecycleAndRequiringStatic,2,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findAfterAllMethodsWithStandardLifecycleAndRequiringStatic.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findAfterAllMethodsWithStandardLifecycleAndWithoutRequiringStatic,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findAfterEachMethodsWithStandardLifecycle,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findBeforeAllMethodsWithLifeCyclePerClassAndRequiringStatic,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findBeforeAllMethodsWithStandardLifecycleAndRequiringStatic,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findBeforeAllMethodsWithStandardLifecycleAndRequiringStatic.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findBeforeAllMethodsWithStandardLifecycleAndWithoutRequiringStatic,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findBeforeEachMethodsWithStandardLifecycle,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidAfterAllMethodsWithStandardLifecycle,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidAfterAllMethodsWithStandardLifecycle.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidAfterEachMethodsWithStandardLifecycle,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidAfterEachMethodsWithStandardLifecycle.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidBeforeAllMethodsWithStandardLifecycle,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidBeforeAllMethodsWithStandardLifecycle.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidBeforeEachMethodsWithStandardLifecycle,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.findNonVoidBeforeEachMethodsWithStandardLifecycle.(lambda_expr_1),1,,,,,,,1,1
Private Static Method,org.junit.jupiter.engine.descriptor.LifecycleMethodUtilsTests.namesOf,1,,,,,,,1,3
Abstract Class,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor,8,1,3,64,2,9,7,,33
Constructor,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.MethodBasedTestDescriptor,1,,,,,,,1,4
Constructor,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.MethodBasedTestDescriptor,1,,,,,,,1,5
Private Static Method,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.generateDefaultDisplayName,1,,,,,,,1,4
Public Method,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.getLegacyReportingName,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.getTags,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.getTags.(lambda_expr_1),1,,,,,,,1,1
Public Method,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.getTestClass,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.getTestMethod,1,,,,,,,1,3
Public Class,org.junit.jupiter.engine.descriptor.MethodExtensionContext,6,1,2,66,0,6,6,,30
Public Constructor,org.junit.jupiter.engine.descriptor.MethodExtensionContext.MethodExtensionContext,1,,,,,,,1,6
Public Method,org.junit.jupiter.engine.descriptor.MethodExtensionContext.getElement,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.MethodExtensionContext.getExecutionException,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.MethodExtensionContext.getTestClass,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.MethodExtensionContext.getTestInstance,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.MethodExtensionContext.getTestMethod,1,,,,,,,1,3
Public Class,org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor,4,1,4,0,0,12,3,,21
Public Constructor,org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.NestedClassTestDescriptor,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.getTags,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.getTags.(lambda_expr_1),1,,,,,,,1,1
Protected Method,org.junit.jupiter.engine.descriptor.NestedClassTestDescriptor.instantiateTestClass,1,,,,,,,1,8
Class,org.junit.jupiter.engine.descriptor.TestCaseWithLifecyclePerClass,4,1,1,0,0,2,4,,14
Method,org.junit.jupiter.engine.descriptor.TestCaseWithLifecyclePerClass.eight,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithLifecyclePerClass.four,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithLifecyclePerClass.seven,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithLifecyclePerClass.three,1,,,,,,,1,2
Class,org.junit.jupiter.engine.descriptor.TestCaseWithNonVoidLifecyleMethods,4,1,1,0,0,6,4,,18
Method,org.junit.jupiter.engine.descriptor.TestCaseWithNonVoidLifecyleMethods.aa,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestCaseWithNonVoidLifecyleMethods.bb,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestCaseWithNonVoidLifecyleMethods.cc,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestCaseWithNonVoidLifecyleMethods.dd,1,,,,,,,1,3
Class,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle,7,1,1,0,0,4,7,,23
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.eleven,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.five,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.nine,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.one,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.six,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.ten,1,,,,,,,1,2
Method,org.junit.jupiter.engine.descriptor.TestCaseWithStandardLifecycle.twelve,1,,,,,,,1,2
Public Abstract Generic Class,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder,6,1,1,60,2,9,6,,49
Public Static Class,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.ClassTestDescriptorBuilder,2,1,2,0,1,5,2,,12
Public Constructor,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.ClassTestDescriptorBuilder.ClassTestDescriptorBuilder,1,,,,,,,1,4
Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.ClassTestDescriptorBuilder.buildDescriptor,1,,,,,,,1,3
Public Static Class,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.JupiterEngineDescriptorBuilder,1,1,2,0,0,3,1,,6
Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.JupiterEngineDescriptorBuilder.buildDescriptor,1,,,,,,,1,3
Public Static Class,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.NestedClassTestDescriptorBuilder,2,1,3,0,0,5,2,,9
Public Constructor,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.NestedClassTestDescriptorBuilder.NestedClassTestDescriptorBuilder,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.NestedClassTestDescriptorBuilder.buildDescriptor,1,,,,,,,1,3
TypeVariable,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.T,0,0,1,0,0,0,0,,0
Public Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.build,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.build.(lambda_expr_1),1,,,,,,,1,1
Abstract Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.buildDescriptor,0,,,,,,,0,1
Public Static Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.classTestDescriptor,1,,,,,,,1,3
Public Static Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.engineDescriptor,1,,,,,,,1,3
Public Static Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.nestedClassTestDescriptor,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.TestDescriptorBuilder.with,1,,,,,,,1,4
Public Class,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor,12,1,5,0,0,25,7,,70
Public Constructor,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.TestFactoryTestDescriptor,1,,,,,,,1,3
Static Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.createDynamicDescriptor,2,,,,,,,1,16
Public Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.getType,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.invalidReturnTypeException,1,,,,,,,1,6
Protected Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.invokeTestMethod,4,,,,,,,1,22
Lambda Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.invokeTestMethod.(lambda_expr_1),4,,,,,,,1,19
Lambda Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.invokeTestMethod.(lambda_expr_1).(lambda_expr_2),1,,,,,,,1,1
Public Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.mayRegisterTests,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptor.toDynamicNodeStream,2,,,,,,,1,8
Class,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests,5,1,1,31,0,16,4,,45
Private Static Class,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.CustomStreamTestCase,2,1,1,0,0,2,2,,10
Constructor,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.CustomStreamTestCase.CustomStreamTestCase,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.CustomStreamTestCase.customStream,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.before,1,,,,,,,1,10
Private Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.prepareMockForTestInstanceWithCustomStream,2,,,,,,,1,4
Lambda Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.prepareMockForTestInstanceWithCustomStream.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.streamsFromTestFactoriesShouldBeClosed,1,,,,,,,1,6
Method,org.junit.jupiter.engine.descriptor.TestFactoryTestDescriptorTests.streamsFromTestFactoriesShouldBeClosedWhenTheyThrow,1,,,,,,,1,6
Class,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils,8,1,1,0,0,12,3,,36
Private Constructor,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils.TestInstanceLifecycleUtils,1,,,,,,,1,2
Static Method,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils.getDefaultTestInstanceLifecycle,5,,,,,,,3,24
Lambda Method,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils.getDefaultTestInstanceLifecycle.(catch_1).(lambda_expr_2),1,,,,,,,1,4
Lambda Method,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils.getDefaultTestInstanceLifecycle.(lambda_expr_1),1,,,,,,,1,3
Static Method,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils.getTestInstanceLifecycle,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtils.getTestInstanceLifecycle.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtilsTests,22,1,1,0,0,20,10,,88
Private Static Class,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtilsTests.BaseMetaAnnotatedTestCase,0,0,1,0,1,0,0,,2
Private Annotation,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtilsTests.PerClassLifeCycle,0,0,0,0,0,0,0,,2
Private Static Class,org.junit.jupiter.engine.descriptor.TestInstanceLifecycleUtilsTests.SpecializedTestCase,0,0,2,0,0,0,0,,2
