GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons IO,org.apache.commons.io.filefilter,WildcardFilter,75,399,45,53,3,38,39,17,0,7
Apache Commons IO,org.apache.commons.io.filefilter,PrefixFileFilter.__CLR4_4_13ue3uekylvdzjs.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,AbstractFileFilter.__CLR4_4_13d43d4kylvdzb9.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,CanReadFileFilter.__CLR4_4_13gq3gqkylvdzce.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter.new MagicNumberFileFilter.1__CLR4_4_1.AC0() {...},0,10,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter.new MagicNumberFileFilter.1__CLR4_4_1.AC1() {...},0,10,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.filefilter,EmptyFileFilter.__CLR4_4_13i03i0kylvdzd5,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,NameFileFilter.__CLR4_4_13pj3pjkylvdzhs,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,CanReadFileFilter.__CLR4_4_13gq3gqkylvdzce,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,PathEqualsFileFilter.__CLR4_4_13tk3tkkylvdzix.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,EmptyFileFilter.new EmptyFileFilter.1__CLR4_4_1.AC0() {...},0,10,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.filefilter,FileFilterUtils,106,1054,58,72,8,151,56,53,2,42
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter.1__CLR4_4_1.AC0,0,7,0,0,0,1,0,2,0,2
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter.1__CLR4_4_1.AC1,0,7,0,0,0,1,0,2,0,2
Apache Commons IO,org.apache.commons.io.filefilter,NameFileFilter,32,490,35,47,0,56,33,21,0,13
Apache Commons IO,org.apache.commons.io.filefilter,AbstractFileFilter,27,144,4,6,6,24,6,10,2,9
Apache Commons IO,org.apache.commons.io.filefilter,FileFileFilter.__CLR4_4_13j43j4kylvdzdy,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,WildcardFileFilter.__CLR4_4_1406406kylvdzms,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,DelegateFileFilter,33,236,23,27,1,26,21,10,0,6
Apache Commons IO,org.apache.commons.io.filefilter,NotFileFilter.__CLR4_4_13r93r9kylvdzi5.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,TrueFileFilter,12,92,0,0,3,24,1,8,1,8
Apache Commons IO,org.apache.commons.io.filefilter,DelegateFileFilter.__CLR4_4_13h03h0kylvdzcu,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,FileEqualsFileFilter.__CLR4_4_13ix3ixkylvdzdl.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,PathVisitorFileFilter,104,129,24,14,11,17,18,7,1,5
Apache Commons IO,org.apache.commons.io.filefilter,SuffixFileFilter.__CLR4_4_13xu3xukylvdzlu.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,AndFileFilter,40,586,35,53,1,71,33,28,0,17
Apache Commons IO,org.apache.commons.io.filefilter,WildcardFilter.__CLR4_4_141v41vkylvdzn7,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,IOFileFilter.__CLR4_4_13n93n9kylvdzfk,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,FileFileFilter,0,47,0,0,0,11,0,4,0,4
Apache Commons IO,org.apache.commons.io.filefilter,AgeFileFilter,13,207,4,10,2,30,4,13,0,10
Apache Commons IO,org.apache.commons.io.filefilter,SymbolicLinkFileFilter,13,30,0,0,3,7,1,3,1,3
Apache Commons IO,org.apache.commons.io.filefilter,DirectoryFileFilter,0,47,0,0,0,11,0,4,0,4
Apache Commons IO,org.apache.commons.io.filefilter,AgeFileFilter.__CLR4_4_13dq3dqkylvdzbi.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,FalseFileFilter,0,104,0,0,0,27,0,9,0,9
Apache Commons IO,org.apache.commons.io.filefilter,AndFileFilter.__CLR4_4_13eh3ehkylvdzbt,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.filefilter,RegexFileFilter.__CLR4_4_13wb3wbkylvdzko.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter.__CLR4_4_13nh3nhkylvdzh9.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.filefilter,OrFileFilter,82,460,29,39,7,57,28,22,2,14
Apache Commons IO,org.apache.commons.io.filefilter,EmptyFileFilter,16,153,8,20,2,18,8,10,0,4
Apache Commons IO,org.apache.commons.io.file,PathUtils,503,1792,195,183,37,228,161,79,4,47
Apache Commons IO,org.apache.commons.io.file,CleaningPathVisitor,227,237,57,21,18,29,38,11,2,8
Apache Commons IO,org.apache.commons.io.file,Counters.__CLR4_4_12x82x8kylvdz67.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,PathUtils.RelativeSortedPaths,32,272,27,37,1,27,25,8,0,1
Apache Commons IO,org.apache.commons.io.file,Counters.AbstractPathCounters,38,220,14,12,2,34,10,11,0,8
Apache Commons IO,org.apache.commons.io.file,CleaningPathVisitor.__CLR4_4_12u72u7kylvdz5i.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,Counters.PathCounters,6,0,0,0,2,0,1,0,1,0
Apache Commons IO,org.apache.commons.io.file,SimplePathVisitor.__CLR4_4_13c33c3kylvdzan,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,DirectoryStreamFilter,0,55,0,2,0,10,0,5,0,4
Apache Commons IO,org.apache.commons.io.file,CountingPathVisitor.__CLR4_4_130b30bkylvdz6u.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,CountingPathVisitor,63,310,23,19,5,47,20,15,1,13
Apache Commons IO,org.apache.commons.io.file,PathUtils.__CLR4_4_133r33rkylvdza3.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,CopyDirectoryVisitor.__CLR4_4_12vo2vokylvdz5u,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,SimplePathVisitor.__CLR4_4_13c33c3kylvdzan.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,CopyDirectoryVisitor.__CLR4_4_12vo2vokylvdz5u.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,Counters,3,85,0,0,0,19,1,7,1,7
Apache Commons IO,org.apache.commons.io.file,CountingPathVisitor.__CLR4_4_130b30bkylvdz6u,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,AccumulatorPathVisitor.__CLR4_4_12st2stkylvdz52.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,AccumulatorPathVisitor,215,212,34,0,21,39,21,13,4,13
Apache Commons IO,org.apache.commons.io.file,SimplePathVisitor,0,11,0,0,0,3,0,2,0,2
Apache Commons IO,org.apache.commons.io.file,DirectoryStreamFilter.__CLR4_4_133l33lkylvdz8a.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,NoopPathVisitor,8,0,0,0,2,0,2,0,2,0
Apache Commons IO,org.apache.commons.io.file,Counters.LongPathCounters,0,14,0,0,0,2,0,1,0,1
Apache Commons IO,org.apache.commons.io.file,StandardDeleteOption.__CLR4_4_13c43c4kylvdzat.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,Counters.Counter,6,0,0,0,2,0,1,0,1,0
Apache Commons IO,org.apache.commons.io.file,Counters.LongCounter,38,171,14,8,2,30,10,10,0,9
Apache Commons IO,org.apache.commons.io.file,Counters.NoopPathCounters,0,19,0,0,0,3,0,2,0,2
Apache Commons IO,org.apache.commons.io.file,DeletingPathVisitor,255,354,78,38,21,40,55,15,2,10
Apache Commons IO,org.apache.commons.io.file,Counters.BigIntegerPathCounters,0,14,0,0,0,2,0,1,0,1
Apache Commons IO,org.apache.commons.io.file,DeletingPathVisitor.__CLR4_4_131l31lkylvdz82.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.file,StandardDeleteOption,23,85,12,10,1,10,10,3,0,2
Apache Commons IO,org.apache.commons.io.file,DirectoryStreamFilter.__CLR4_4_133l33lkylvdz8a,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,StandardDeleteOption.__CLR4_4_13c43c4kylvdzat,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,PathUtils.__CLR4_4_133r33rkylvdza3,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,CleaningPathVisitor.__CLR4_4_12u72u7kylvdz5i,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,AccumulatorPathVisitor.__CLR4_4_12st2stkylvdz52,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,DeletingPathVisitor.__CLR4_4_131l31lkylvdz82,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,Counters.NoopCounter,0,54,0,0,0,14,0,6,0,6
Apache Commons IO,org.apache.commons.io.file,PathUtils.1__CLR4_4_1.AC3,0,4,0,0,0,1,0,2,0,2
Apache Commons IO,org.apache.commons.io.file,PathUtils.1__CLR4_4_1.AC2,0,4,0,0,0,1,0,2,0,2
Apache Commons IO,org.apache.commons.io.file,PathUtils.1__CLR4_4_1.AC1,4,0,0,0,1,0,2,0,2,0
Apache Commons IO,org.apache.commons.io.file,PathUtils.1__CLR4_4_1.AC0,0,4,0,0,0,1,0,2,0,2
Apache Commons IO,org.apache.commons.io.file,Counters.BigIntegerCounter,38,174,14,6,2,32,10,10,0,10
Apache Commons IO,org.apache.commons.io.file,Counters.__CLR4_4_12x82x8kylvdz67,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file,CopyDirectoryVisitor,311,163,57,9,32,23,38,7,6,6
Apache Commons IO,org.apache.commons.io.file,PathUtils.new PathUtils.1__CLR4_4_1.AC3() {...},0,6,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.file,PathUtils.new PathUtils.1__CLR4_4_1.AC2() {...},0,6,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.file,PathUtils.new PathUtils.1__CLR4_4_1.AC2() {...},0,6,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.file,PathUtils.new PathUtils.1__CLR4_4_1.AC1() {...},6,0,0,0,1,0,1,0,1,0
Apache Commons IO,org.apache.commons.io.file,PathUtils.new PathUtils.1__CLR4_4_1.AC0() {...},0,6,0,0,0,1,0,1,0,1
Apache Commons IO,org.apache.commons.io.comparator,NameFileComparator.__CLR4_4_12r22r2kylvdz3x,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,DirectoryFileComparator,3,67,4,6,0,9,4,5,0,4
Apache Commons IO,org.apache.commons.io.comparator,LastModifiedFileComparator.__CLR4_4_12qr2qrkylvdz3o,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,SizeFileComparator,18,284,26,38,0,30,26,11,0,5
Apache Commons IO,org.apache.commons.io.comparator,LastModifiedFileComparator,6,98,8,12,0,11,8,5,0,3
Apache Commons IO,org.apache.commons.io.comparator,CompositeFileComparator.__CLR4_4_12p42p4kylvdz2t,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,PathFileComparator,3,124,4,6,0,19,4,6,0,5
Apache Commons IO,org.apache.commons.io.comparator,DirectoryFileComparator.__CLR4_4_12q92q9kylvdz37.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,ReverseFileComparator,20,72,7,3,1,11,5,4,0,4
Apache Commons IO,org.apache.commons.io.comparator,SizeFileComparator.__CLR4_4_12rw2rwkylvdz4o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,SizeFileComparator.__CLR4_4_12rw2rwkylvdz4o,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,PathFileComparator.__CLR4_4_12rc2rckylvdz47.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,AbstractFileComparator.__CLR4_4_12oq2oqkylvdz2g,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,DefaultFileComparator,0,29,0,0,0,6,0,3,0,3
Apache Commons IO,org.apache.commons.io.comparator,AbstractFileComparator.__CLR4_4_12oq2oqkylvdz2g.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,ExtensionFileComparator.__CLR4_4_12qf2qfkylvdz3g.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,ReverseFileComparator.__CLR4_4_12rm2rmkylvdz4g.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,AbstractFileComparator,6,100,8,12,0,14,8,7,0,5
Apache Commons IO,org.apache.commons.io.comparator,ExtensionFileComparator,3,136,4,6,0,21,4,6,0,5
Apache Commons IO,org.apache.commons.io.comparator,NameFileComparator,3,124,4,6,0,19,4,6,0,5
Apache Commons IO,org.apache.commons.io.comparator,DefaultFileComparator.__CLR4_4_12q72q7kylvdz30,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,ReverseFileComparator.__CLR4_4_12rm2rmkylvdz4g,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,DirectoryFileComparator.__CLR4_4_12q92q9kylvdz37,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,CompositeFileComparator.__CLR4_4_12p42p4kylvdz2t.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,LastModifiedFileComparator.__CLR4_4_12qr2qrkylvdz3o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,CompositeFileComparator,15,320,20,34,0,36,20,12,0,5
Apache Commons IO,org.apache.commons.io.comparator,DefaultFileComparator.__CLR4_4_12q72q7kylvdz30.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,PathFileComparator.__CLR4_4_12rc2rckylvdz47,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.comparator,NameFileComparator.__CLR4_4_12r22r2kylvdz3x.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
Apache Commons IO,org.apache.commons.io.comparator,ExtensionFileComparator.__CLR4_4_12qf2qfkylvdz3g,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file.spi,FileSystemProviders,24,193,16,16,1,27,14,9,0,7
Apache Commons IO,org.apache.commons.io.file.spi,FileSystemProviders.__CLR4_4_13cf3cfkylvdzb1,93,35,1,1,0,1,3,1,2,1
Apache Commons IO,org.apache.commons.io.file.spi,FileSystemProviders.__CLR4_4_13cf3cfkylvdzb1.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
